customer_text,amazon_reply
"@115851 I ordered a new $200 cable modem via prime now.    What showed up was baby wipes, butter, and chips.  The bag had my order number on it as well.   The poor delivery person called her help desk they were totally unhelpful to her. https://t.co/nlS1fB466J",@338678 I'm very sorry about the mix-up. Please reach out to us here so we can explore available options with you: https://t.co/SvnSUIBMUb. We look forward to hearing from you soon! ^SH
@769264 @115830 @AmazonHelp as long as its there by Saturday we should remain friends :P #astretch,@769263 Keep us posted when it arrives! We want to make sure your order is received! ^BN
@AmazonHelp The tracking on my order says my package was delivered last week but I have not been able to find it and the office at my apartment says they don't have it either.  How can I get the stuff I ordered?,@769537 Yikes! I'm sorry that happened. You can see what to do here: https://t.co/l2Dc3e91Bw.  Hope this helps. ^LL
@AmazonHelp I’ve already done all of that and it’s been well over 36 hours.  What a should I do now?,@769537 We'd like to take a closer look at this with you via phone or chat. Please reach out to us here: https://t.co/hApLpMlfHN. ^DG
"@AmazonHelp Je viens juste de le faire, j’attend la réponse","@769538 Le délai de réponse des vendeurs est de deux jours, je vous prie de patienter le temps que ce dernier puisse faire ses recherches afin de vous proposer la solution la plus adéquate.
^KE"
"@120533 j’avais commandé 2 colis en même temps au même vendeur, et j’ai qu’un colis qui est arrivé chez moi. Je pense que le deuxième s’est perdu. Help","@769538 Bonsoir,
Je suis désolée d'apprendre cela. Avez-vous contacté le vendeur pour lui faire de la situation?
^MD"
@AmazonHelp https://t.co/qyehiagvNC. I received this email but I never asked for a change! https://t.co/TJWQKrG6N8,"@181733 Ok, do you know the new email address? Can you get in touch with us here:  https://t.co/hApLpMlfHN ^AS"
@AmazonHelp So now this person has my credit card details and I can’t sign in to stop them from using it!!!,"@181733 Sorry, you can reach us via this link: https://t.co/jzvkhdlrK5 as soon as you report this the account will be placed on hold. ^JJ"
@AmazonHelp Thanks 🙂,@181733 You're welcome Anja. ^NV
@115821 Please help! Someone hacked my account and I can’t contact you on your website as they changed the email and I cannot log in!,@181733 Sorry about your account issues Anja- Which website are your registered with? https://t.co/nUUp5MLhYl https://t.co/ykTUEmdsQA? ^NV
If you do not live in an area with @117795 be thankful. It's a headache!!!!!,@770457 I'm sorry for the experience you've had. Can you tell us more about what's going on without posting account or order details? ^DO
"@AmazonHelp Tonight, the delivery was marked as being unable to be delivered--I received no phone call from the Amazon # in Washington or any call from the driver using the callbox.","@770457 We'd like to have a closer look into this with you. When you have a moment, please send more details about this order here: https://t.co/mrLwNyVr3J ^CL"
@AmazonHelp Will this mess up with my smart home skills?,@770459 Could you please let us know in which country the device was purchased? ^MO
@AmazonHelp USA. I am using some smart home skills here.,@770459 Open the link to learn more about other which site you're eligible to shop on based on your country of residence. (2/2) ^EP
@AmazonHelp USA. I am using some smart home skills here.,"@770459 The country settings can be updated on the Manage Your Content and Devices page: https://t.co/o87OnrGtCn. Select the ""Settings"" tab, then under ""Country Settings,"" last ""Change."" (1/2)"
@AmazonHelp Does that impact just the default store on devices? Or does it also affect the amazon shopping site and apps?,@770459 The marketplace settings for devices will only be updated. You would need to go into the settings of the shopping app to change the country settings there. ^KB
@AmazonHelp I deleted them first and then reposted them so they should work now. And USPS is the delivery carrier and I just got an update on my delivery an hour ago when it wasn’t delivered as it was supposed to be.,"@601165 Thank you for the screenshot. You selected one-day shipping, placed the order on Friday, at 21:23, and was given an estimated delivery time. Our carriers' cut off time to pick up packages is at 6pm. An order placed that late wouldn't have made it next day.  ^SY"
"@AmazonHelp If I placed the order Friday and I selected one day shipping and it couldn’t be delivered Saturday then it should have at least been delivered today, no? Cause then that would have been two days...","@601165 Hi there! We aim to meet our promised delivery date given to you. If you don't receive your package by the new expected delivery date, please reach us by phone or chat here: https://t.co/hApLpM3Ejd so we can look into this. ^LH"
@AmazonHelp You guys should switch from China Post to some other shipping company for sending products from China. Been a month and have not received my package and no updated tracking status avaliable as well although I am a Prime Member.,"@572063 I'm sorry for the frustration with your order. Have you reached out to the seller?
 For help contacting the seller, please follow the steps here: https://t.co/2VF2szKEWC. ^DG"
"@AmazonHelp Submitted an email ticket and it said I would get a reply within 12 hours, so that’s not going to help me lol.",@770770 Please reach out via phone or chat for the fastest resolution. ^BE
Amazonからなにかきたようだ https://t.co/4iGFshziAU,"@771378 |ω・)ﾁﾗｯ.｡oO(ワイヤレスイヤホンですね...! )
ご利用ありがとうございます😊✨ YM"
@AmazonHelp i think the last person got me going - i was asking for a black friday deals page that still had the capability to filter on lightning deals.  the black friday deals page doesnt and i can't find anything.,"@228640 I found the link you're looking for (lightning deals): https://t.co/9Ik15rfU7Y Once you've arrived at that page, you can scroll down a little and sort by ""deal type.""  ^SE"
Tu cara cuando llevas esperando todo el día a que llegue tu paquete de @116875 😒 https://t.co/KUQSH59z68,"@771534 Hola, Juanma. Lamentamos este inconveniente. ¿Podrías por favor indicarnos cuál es la fecha de entrega de tu pedido y si el mismo es gestionado directamente por Amazon o por un vendedor externo? ^CB"
@AmazonHelp 確認させていただきます、ありがとうございます,@771679 お手数ですがどうぞよろしくお願いいたします。ご不明な点がありましたら、ご遠慮なくお問い合わせください。ET
いやなんでいつの間にかAmazonプライム会員になってるの…,@771679 (2/2)なお、有料会員移行後、特典をご利用されていない場合には、退会とともに年会費を返金いたします。退会をご希望の際には、こちらのヘルプページをご確認のうえ、お手続きください。 https://t.co/wdPTbEULCH ET
いやなんでいつの間にかAmazonプライム会員になってるの…,@771679 (1/2)以前ご注文の際にAmazonプライム無料体験をご利用されておりませんか？お申込み後、自動更新をOFFにされていない場合、体験終了後有料会員へ移行となります。会員情報は、アカウントサービス&gt;Amazonプライム会員情報を管理するにてご確認いただけます。ET
@16828 Had a super frustrating and bad experience with Amazon Customer Service tonight.  On hold for 30 minutes - maybe a better idea to call your customers back instead?,@772478 I'm sorry to hear that you were on hold for so long. Was your issue resolved? ^BT
@AmazonHelp Thanks. Will uninstall one. Appreciate it.,@170977 You are welcome. Have a good day :D
@AmazonHelp I sent you the screenshot of Prime on Opera browser. I just crosschecked with Safari and the result is same.,@772568 Apologies for the trouble. Could you please confirm if you've filled in your details in the link provided earlier? ^RB
@AmazonHelp I have.,@772568 Thanks for the heads up. We will check the details and will get back to you with an update soon. Please keep an eye on your mail box. ^SD
@AmazonHelp Oh right let’s hope you can get this item for me and soon. Being looking forward to this for a while,@181968 Absolutely. As soon as we have an update we will be in touch directly with you. ^NV
"#バトスピ
Amazonから届きました。 https://t.co/qKnAUjjmMj",@181973 |ω・).｡oO( Amazonのご利用ありがとうございました・・・！） SK
@AmazonHelp It's more than 2 months which I have requested still no positive response,"@198992 I understand you have provided us feedback on Prime Videos. I assure you that we take customer feedback seriously and work is in progress to increase the content. However, it is an internal review &amp; we'll not be able to share any update on it. ^SF"
"@AmazonHelp 👍 thanks a lot 
Have a great day ☺",@220517 You too! Have a great day. ^TS
@AmazonHelp J’en prends note et reviens vers vous au besoin. Merci.,@773063 On reste à votre disposition en cas de besoin. ^AR
@115850 it's very sad that ur CC team not provided contact info of ur local delivery agency. They delayed my order &amp; it's very IMP. I can go to there &amp; pick my order by myself but i don't have any details. (it's cat foot food &amp; my cat hevet et anythg cin 2 dys.) plz do smthing,"@773072 I understand your concern, Pritam. We'll certainly help you with this. Kindly share your details here: https://t.co/beaaDm0muc and we'll get back to you with an update soon. ^SY"
